Bin_Center,Count
1.869621091925843530e+03,3.870000000000000000e+02
1.869621247657943513e+03,3.940000000000000000e+02
1.869621402286499233e+03,3.870000000000000000e+02
1.869621555833361072e+03,4.300000000000000000e+02
1.869621708319947629e+03,3.940000000000000000e+02
1.869621859767252317e+03,3.840000000000000000e+02
1.869622010195853591e+03,3.950000000000000000e+02
1.869622159625922222e+03,3.870000000000000000e+02
1.869622308077229945e+03,4.350000000000000000e+02
1.869622455569156500e+03,4.190000000000000000e+02
1.869622602120698275e+03,4.190000000000000000e+02
1.869622747750475355e+03,3.930000000000000000e+02
1.869622892476739025e+03,3.950000000000000000e+02
